00500|NY   |NY||
00501|NY   |NY||
00502|NY   |NY||
00503|NY   |NY||
00504|NY   |NY||
00505|NY   |NY||
00506|NY   |NY||
00507|NY   |NY||
00508|NY   |NY||
00509|NY   |NY||
00510|NY   |NY||
00511|NY   |NY||
00514|NY   |NY||
00515|NY   |NY||
00517|NY   |NY||
00518|NY   |NY||
00520|NY   |NY||
00522|NY   |NY||
00523|NY   |NY||
00524|NY   |NY||
00525|NY   |NY||
00526|NY   |NY||
00527|NY   |NY||
00528|NY   |NY||
00529|NY   |NY||
00530|NY   |NY||
00531|NY   |NY||
00532|NY   |NY||
00534|NY   |NY||
00535|NY   |NY||
00536|NY   |NY||
00537|NY   |NY||
00539|NY   |NY||
00540|NY   |NY||
00541|NY   |NY||
00542|NY   |NY||
00543|NY   |NY||
00544|NY   |NY||
00545|NY   |NY||
00546|NY   |NY||
00547|NY   |NY||
00548|NY   |NY||
00549|NY   |NY||
00550|NY   |NY||
00551|NY   |NY||
00552|NY   |NY||
00553|NY   |NY||
00554|NY   |NY||
00556|NY   |NY||
00557|NY   |NY||
00558|NY   |NY||
00559|NY   |NY||
00560|NY   |NY||
00561|NY   |NY||
00562|NY   |NY||
00563|NY   |NY||
00564|NY   |NY||
00565|NY   |NY||
00566|NY   |NY||
00567|NY   |NY||
00570|NY   |NY||
00571|NY   |NY||
00574|NY   |NY||
00576|NY   |NY||
00577|NY   |NY||
00580|NY   |NY||
00581|NY   |NY||
00582|NY   |NY||
00583|NY   |NY||
00585|NY   |NY||
00586|NY   |NY||
00587|NY   |NY||
00588|NY   |NY||
00590|NY   |NY||
00591|NY   |NY||
00592|NY   |NY||
00593|NY   |NY||
00594|NY   |NY||
00596|NY   |NY||
00597|NY   |NY||
00598|NY   |NY||
00599|NY   |NY||
00600|PR   |PR||
00601|10260|PR|Micropolitan|Adjuntas, PR
00602|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00603|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00604|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00605|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00606|PR   |PR||
00607|PR   |PR||
00608|PR   |PR||
00609|PR   |PR||
00610|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00611|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00612|11640|PR|Metropolitan|Arecibo, PR
00613|11640|PR|Metropolitan|Arecibo, PR
00614|11640|PR|Metropolitan|Arecibo, PR
00615|PR   |PR||
00616|11640|PR|Metropolitan|Arecibo, PR
00617|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00618|PR   |PR||
00619|PR   |PR||
00620|PR   |PR||
00621|PR   |PR||
00622|41900|PR|Metropolitan|San German, PR
00623|41900|PR|Metropolitan|San German, PR
00624|38660|PR|Metropolitan|Ponce, PR
00625|PR   |PR||
00626|PR   |PR||
00627|11640|PR|Metropolitan|Arecibo, PR
00628|PR   |PR||
00629|PR   |PR||
00630|PR   |PR||
00631|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00632|PR   |PR||
00633|PR   |PR||
00634|PR   |PR||
00635|PR   |PR||
00636|PR   |PR||
00637|41900|PR|Metropolitan|San German, PR
00638|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00640|PR   |PR||
00641|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00642|PR   |PR||
00643|PR   |PR||
00644|PR   |PR||
00645|PR   |PR||
00646|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00647|38660|PR|Metropolitan|Ponce, PR
00648|PR   |PR||
00649|PR   |PR||
00650|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00651|PR   |PR||
00652|11640|PR|Metropolitan|Arecibo, PR
00653|38660|PR|Metropolitan|Ponce, PR
00655|PR   |PR||
00656|38660|PR|Metropolitan|Ponce, PR
00657|PR   |PR||
00658|PR   |PR||
00659|11640|PR|Metropolitan|Arecibo, PR
00660|32420|PR|Metropolitan|Mayaguez, PR
00661|PR   |PR||
00662|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00663|PR   |PR||
00664|27580|PR|Micropolitan|Jayuya, PR
00665|PR   |PR||
00666|PR   |PR||
00667|41900|PR|Metropolitan|San German, PR
00668|PR   |PR||
00669|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00670|PR   |PR||
00671|PR   |PR||
00672|PR   |PR||
00673|PR   |PR||
00674|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00675|PR   |PR||
00676|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00677|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00678|11640|PR|Metropolitan|Arecibo, PR
00679|PR   |PR||
00680|32420|PR|Metropolitan|Mayaguez, PR
00681|32420|PR|Metropolitan|Mayaguez, PR
00682|32420|PR|Metropolitan|Mayaguez, PR
00683|41900|PR|Metropolitan|San German, PR
00684|PR   |PR||
00685|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00686|PR   |PR||
00687|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00688|11640|PR|Metropolitan|Arecibo, PR
00689|PR   |PR||
00690|10380|PR|Metropolitan|Aguadilla-Isabela, PR
00691|PR   |PR||
00692|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00693|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00694|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00696|PR   |PR||
00697|PR   |PR||
00698|38660|PR|Metropolitan|Ponce, PR
00700|PR   |PR||
00701|PR   |PR||
00703|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00704|17640|PR|Micropolitan|Coco, PR
00705|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00706|PR   |PR||
00707|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00708|PR   |PR||
00709|PR   |PR||
00710|PR   |PR||
00711|PR   |PR||
00712|PR   |PR||
00713|PR   |PR||
00714|25020|PR|Metropolitan|Guayama, PR
00715|38660|PR|Metropolitan|Ponce, PR
00716|38660|PR|Metropolitan|Ponce, PR
00717|38660|PR|Metropolitan|Ponce, PR
00718|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00719|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00720|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00721|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00722|PR   |PR||
00723|25020|PR|Metropolitan|Guayama, PR
00724|PR   |PR||
00725|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00726|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00727|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00728|38660|PR|Metropolitan|Ponce, PR
00729|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00730|38660|PR|Metropolitan|Ponce, PR
00731|38660|PR|Metropolitan|Ponce, PR
00732|38660|PR|Metropolitan|Ponce, PR
00733|38660|PR|Metropolitan|Ponce, PR
00734|PR   |PR||
00735|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00736|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00737|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00738|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00739|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00740|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00741|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00742|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00743|PR   |PR||
00744|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00745|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
00746|PR   |PR||
00747|PR   |PR||
00748|PR   |PR||
00750|PR   |PR||
00751|17640|PR|Micropolitan|Coco, PR
00752|PR   |PR||
00754|41980|PR|Metropolitan|San Juan-Carolina-Caguas, PR
